A:1, W:1, H:1
A:768, W:96, H:8
A:768, W:48, H:16
A:770, W:55, H:14
A:770, W:35, H:22
A:770, W:55, H:14
A:770, W:55, H:14
A:770, W:22, H:35
A:770, W:70, H:11
A:770, W:55, H:14
A:770, W:10, H:77
A:770, W:70, H:11
A:770, W:10, H:77
A:774, W:86, H:9
A:774, W:43, H:18
A:774, W:9, H:86
A:775, W:25, H:31
A:775, W:31, H:25
A:779, W:41, H:19
A:780, W:20, H:39
A:780, W:12, H:65
A:780, W:65, H:12
A:780, W:12, H:65
A:780, W:26, H:30
A:780, W:52, H:15
A:780, W:78, H:10
A:780, W:12, H:65
A:780, W:78, H:10
A:780, W:52, H:15
A:780, W:78, H:10
A:780, W:60, H:13
A:780, W:65, H:12
A:780, W:10, H:78
A:782, W:23, H:34
A:782, W:46, H:17
A:782, W:46, H:17
A:782, W:23, H:34
A:782, W:23, H:34
A:782, W:34, H:23
A:783, W:87, H:9
A:783, W:27, H:29
A:783, W:9, H:87
A:783, W:9, H:87
A:783, W:27, H:29
A:783, W:9, H:87
A:784, W:16, H:49
A:784, W:8, H:98
A:784, W:49, H:16
A:784, W:98, H:8
A:784, W:14, H:56
A:784, W:56, H:14
A:784, W:14, H:56
A:790, W:10, H:79
A:790, W:79, H:10
A:790, W:10, H:79
A:790, W:10, H:79
A:790, W:10, H:79
A:792, W:33, H:24
A:792, W:24, H:33
A:792, W:72, H:11
A:792, W:24, H:33
A:792, W:44, H:18
A:792, W:36, H:22
A:792, W:12, H:66
A:792, W:44, H:18
A:792, W:24, H:33
A:792, W:12, H:66
A:792, W:66, H:12
A:792, W:72, H:11
A:792, W:12, H:66
A:792, W:66, H:12
A:792, W:24, H:33
A:792, W:88, H:9
A:792, W:22, H:36
A:792, W:9, H:88
A:792, W:18, H:44
A:793, W:13, H:61
A:793, W:61, H:13
A:793, W:13, H:61
A:795, W:53, H:15
A:798, W:57, H:14
A:798, W:19, H:42
A:798, W:19, H:42
A:798, W:57, H:14
A:798, W:19, H:42
A:798, W:21, H:38
A:798, W:42, H:19
A:799, W:17, H:47
A:800, W:10, H:80
A:800, W:40, H:20
A:800, W:80, H:10
A:800, W:8, H:100
A:800, W:8, H:100
A:800, W:32, H:25
A:800, W:100, H:8
A:800, W:100, H:8
A:800, W:10, H:80
A:800, W:8, H:100
A:800, W:32, H:25
A:800, W:20, H:40
A:801, W:89, H:9
A:801, W:9, H:89
A:801, W:9, H:89
A:803, W:73, H:11
A:803, W:11, H:73
A:803, W:11, H:73
A:803, W:11, H:73
A:804, W:67, H:12
A:804, W:12, H:67
A:804, W:67, H:12
A:805, W:35, H:23
A:806, W:62, H:13
A:806, W:62, H:13
A:806, W:26, H:31
A:806, W:31, H:26
A:810, W:27, H:30
A:810, W:54, H:15
A:810, W:27, H:30
A:810, W:27, H:30
A:810, W:27, H:30
A:810, W:81, H:10
A:810, W:45, H:18
A:810, W:54, H:15
A:810, W:10, H:81
A:812, W:14, H:58
A:812, W:14, H:58
A:814, W:37, H:22
A:814, W:74, H:11
A:814, W:11, H:74
A:816, W:34, H:24
A:816, W:68, H:12
A:816, W:24, H:34
A:816, W:48, H:17
A:816, W:51, H:16
A:816, W:34, H:24
A:816, W:16, H:51
A:816, W:51, H:16
A:817, W:43, H:19
A:817, W:43, H:19
A:819, W:9, H:91
A:819, W:9, H:91
A:819, W:21, H:39
A:819, W:39, H:21
A:819, W:39, H:21
A:819, W:63, H:13
A:819, W:91, H:9
A:819, W:13, H:63
A:819, W:91, H:9
A:820, W:41, H:20
A:820, W:10, H:82
A:820, W:82, H:10
A:820, W:10, H:82
A:820, W:82, H:10
A:825, W:25, H:33
A:825, W:15, H:55
A:825, W:25, H:33
A:825, W:55, H:15
A:825, W:75, H:11
A:825, W:75, H:11
A:826, W:14, H:59
A:826, W:14, H:59
A:828, W:23, H:36
A:828, W:46, H:18
A:828, W:36, H:23
A:828, W:23, H:36
A:828, W:12, H:69
A:828, W:18, H:46
A:828, W:23, H:36
A:828, W:46, H:18
A:828, W:69, H:12
A:828, W:23, H:36
A:828, W:23, H:36
A:828, W:18, H:46
A:830, W:83, H:10
A:830, W:10, H:83
A:832, W:32, H:26
A:832, W:13, H:64
A:832, W:52, H:16
A:832, W:32, H:26
A:832, W:16, H:52
A:832, W:52, H:16
A:832, W:64, H:13
A:832, W:32, H:26
A:832, W:64, H:13
A:833, W:49, H:17
A:836, W:38, H:22
A:836, W:19, H:44
A:836, W:76, H:11
A:836, W:76, H:11
A:837, W:31, H:27
A:837, W:9, H:93
A:837, W:31, H:27
A:837, W:93, H:9
A:837, W:27, H:31
A:837, W:93, H:9
A:837, W:9, H:93
A:837, W:93, H:9
A:837, W:31, H:27
A:840, W:70, H:12
A:840, W:35, H:24
A:840, W:40, H:21
A:840, W:12, H:70
A:840, W:14, H:60
A:840, W:30, H:28
A:840, W:42, H:20
A:840, W:70, H:12
A:840, W:20, H:42
A:840, W:56, H:15
A:840, W:42, H:20
A:840, W:84, H:10
A:840, W:12, H:70
A:840, W:28, H:30
A:840, W:28, H:30
A:840, W:14, H:60
A:840, W:70, H:12
A:840, W:40, H:21
A:841, W:29, H:29
A:845, W:65, H:13
A:846, W:47, H:18
A:847, W:77, H:11
A:847, W:77, H:11
A:847, W:77, H:11
A:847, W:77, H:11
A:848, W:53, H:16
A:850, W:50, H:17
A:850, W:17, H:50
A:850, W:34, H:25
A:850, W:85, H:10
A:850, W:17, H:50
A:851, W:37, H:23
A:851, W:37, H:23
A:851, W:23, H:37
A:851, W:37, H:23
A:852, W:12, H:71
A:852, W:71, H:12
A:852, W:12, H:71
A:852, W:71, H:12
A:854, W:61, H:14
A:854, W:61, H:14
A:854, W:14, H:61
A:855, W:15, H:57
A:855, W:9, H:95
A:855, W:45, H:19
A:855, W:95, H:9
A:855, W:15, H:57
A:855, W:19, H:45
A:855, W:19, H:45
A:858, W:66, H:13
A:858, W:39, H:22
A:858, W:39, H:22
A:858, W:33, H:26
A:858, W:11, H:78
A:858, W:66, H:13
A:858, W:13, H:66
A:858, W:39, H:22
A:858, W:39, H:22
A:858, W:33, H:26
A:860, W:20, H:43
A:860, W:10, H:86
A:860, W:10, H:86
A:861, W:21, H:41
A:861, W:41, H:21
A:861, W:21, H:41
A:864, W:9, H:96
A:864, W:48, H:18
A:864, W:12, H:72
A:864, W:24, H:36
A:864, W:16, H:54
A:864, W:36, H:24
A:864, W:16, H:54
A:864, W:16, H:54
A:864, W:96, H:9
A:864, W:48, H:18
A:864, W:36, H:24
A:864, W:18, H:48
A:864, W:27, H:32
A:864, W:54, H:16
A:867, W:17, H:51
A:867, W:17, H:51
A:867, W:17, H:51
A:868, W:28, H:31
A:868, W:28, H:31
A:868, W:62, H:14
A:868, W:14, H:62
A:868, W:14, H:62
A:868, W:14, H:62
A:868, W:14, H:62
A:869, W:79, H:11
A:870, W:87, H:10
A:870, W:15, H:58
A:870, W:30, H:29
A:871, W:13, H:67
A:871, W:13, H:67
A:871, W:13, H:67
A:873, W:9, H:97
A:873, W:97, H:9
A:873, W:97, H:9
A:874, W:46, H:19
A:875, W:35, H:25
A:875, W:25, H:35
A:875, W:35, H:25
A:876, W:73, H:12
A:876, W:12, H:73
A:876, W:12, H:73
A:876, W:12, H:73
A:876, W:12, H:73
A:876, W:12, H:73
A:880, W:80, H:11
A:880, W:10, H:88
A:880, W:16, H:55
A:880, W:11, H:80
A:880, W:44, H:20
A:880, W:16, H:55
A:880, W:80, H:11
A:880, W:88, H:10
A:880, W:40, H:22
A:882, W:21, H:42
A:882, W:63, H:14
A:882, W:9, H:98
A:882, W:49, H:18
A:882, W:42, H:21
A:882, W:18, H:49
A:882, W:18, H:49
A:882, W:9, H:98
A:882, W:63, H:14
A:882, W:21, H:42
A:882, W:63, H:14
A:882, W:21, H:42
A:884, W:34, H:26
A:884, W:13, H:68
A:884, W:13, H:68
A:884, W:17, H:52
A:884, W:52, H:17
A:884, W:68, H:13
A:884, W:68, H:13
A:884, W:52, H:17
A:884, W:34, H:26
A:884, W:34, H:26
A:885, W:59, H:15
A:888, W:74, H:12
A:888, W:74, H:12
A:888, W:74, H:12
A:888, W:24, H:37
A:890, W:89, H:10
A:890, W:89, H:10
A:890, W:10, H:89
A:890, W:10, H:89
A:891, W:9, H:99
A:891, W:81, H:11
A:891, W:27, H:33
A:891, W:11, H:81
A:891, W:81, H:11
A:891, W:11, H:81
A:891, W:27, H:33
A:891, W:81, H:11
A:896, W:16, H:56
A:896, W:32, H:28
A:896, W:32, H:28
A:896, W:28, H:32
A:896, W:32, H:28
A:897, W:69, H:13
A:897, W:69, H:13
A:897, W:23, H:39
A:897, W:39, H:23
A:897, W:23, H:39
A:899, W:29, H:31
A:899, W:31, H:29
A:900, W:45, H:20
A:900, W:18, H:50
A:900, W:50, H:18
A:900, W:15, H:60
A:900, W:18, H:50
A:900, W:10, H:90
A:900, W:75, H:12
A:900, W:90, H:10
A:900, W:18, H:50
A:900, W:60, H:15
A:900, W:12, H:75
A:900, W:100, H:9
A:900, W:45, H:20
A:900, W:9, H:100
A:901, W:17, H:53
A:902, W:82, H:11
A:902, W:82, H:11
A:910, W:91, H:10
A:910, W:26, H:35
A:910, W:65, H:14
A:910, W:13, H:70
A:910, W:91, H:10
A:910, W:14, H:65
A:910, W:26, H:35
A:910, W:65, H:14
A:912, W:24, H:38
A:912, W:16, H:57
A:912, W:12, H:76
A:912, W:24, H:38
A:912, W:48, H:19
A:912, W:16, H:57
A:912, W:76, H:12
A:912, W:24, H:38
A:912, W:19, H:48
A:912, W:48, H:19
A:913, W:83, H:11
A:915, W:61, H:15
A:915, W:15, H:61
A:918, W:18, H:51
A:918, W:18, H:51
A:918, W:54, H:17
A:918, W:34, H:27
A:918, W:17, H:54
A:918, W:34, H:27
A:920, W:23, H:40
A:920, W:10, H:92
A:920, W:40, H:23
A:920, W:20, H:46
A:923, W:13, H:71
A:923, W:13, H:71
A:923, W:13, H:71
A:923, W:13, H:71
A:924, W:42, H:22
A:924, W:12, H:77
A:924, W:77, H:12
A:924, W:22, H:42
A:924, W:21, H:44
A:924, W:11, H:84
A:924, W:66, H:14
A:924, W:22, H:42
A:924, W:42, H:22
A:924, W:22, H:42
A:924, W:28, H:33
A:924, W:21, H:44
A:924, W:44, H:21
A:924, W:22, H:42
A:925, W:37, H:25
A:925, W:25, H:37
A:925, W:25, H:37
A:928, W:58, H:16
A:928, W:29, H:32
A:928, W:32, H:29
A:930, W:30, H:31
A:930, W:10, H:93
A:930, W:15, H:62
A:930, W:30, H:31
A:930, W:31, H:30
A:930, W:10, H:93
A:931, W:49, H:19
A:931, W:49, H:19
A:935, W:11, H:85
A:935, W:85, H:11
A:935, W:55, H:17
A:935, W:17, H:55
A:935, W:11, H:85
A:936, W:36, H:26
A:936, W:26, H:36
A:936, W:36, H:26
A:936, W:39, H:24
A:936, W:18, H:52
A:936, W:18, H:52
A:936, W:72, H:13
A:940, W:20, H:47
A:940, W:47, H:20
A:940, W:20, H:47
A:940, W:10, H:94
A:940, W:47, H:20
A:940, W:10, H:94
A:943, W:41, H:23
A:943, W:23, H:41
A:943, W:41, H:23
A:943, W:23, H:41
A:943, W:23, H:41
A:944, W:59, H:16
A:944, W:59, H:16
A:944, W:16, H:59
A:944, W:16, H:59
A:945, W:27, H:35
A:945, W:21, H:45
A:945, W:45, H:21
A:945, W:21, H:45
A:945, W:27, H:35
A:945, W:15, H:63
A:946, W:86, H:11
A:946, W:86, H:11
A:946, W:43, H:22
A:948, W:79, H:12
A:948, W:79, H:12
A:948, W:79, H:12
A:949, W:73, H:13
A:949, W:73, H:13
A:950, W:95, H:10
A:950, W:50, H:19
A:950, W:25, H:38
A:950, W:38, H:25
A:950, W:95, H:10
A:952, W:34, H:28
A:952, W:28, H:34
A:952, W:34, H:28
A:952, W:68, H:14
A:952, W:17, H:56
A:952, W:68, H:14
A:952, W:28, H:34
A:954, W:18, H:53
A:957, W:29, H:33
A:957, W:87, H:11
A:957, W:87, H:11
A:957, W:33, H:29
A:960, W:48, H:20
A:960, W:12, H:80
A:960, W:16, H:60
A:960, W:20, H:48
A:960, W:32, H:30
A:960, W:30, H:32
A:960, W:30, H:32
A:960, W:60, H:16
A:960, W:30, H:32
A:960, W:64, H:15
A:960, W:64, H:15
A:960, W:16, H:60
A:960, W:80, H:12
A:960, W:10, H:96
A:960, W:96, H:10
A:960, W:64, H:15
A:960, W:30, H:32
A:960, W:80, H:12
A:960, W:30, H:32
A:960, W:16, H:60
A:960, W:15, H:64
A:960, W:10, H:96
A:960, W:64, H:15
A:960, W:40, H:24
A:960, W:10, H:96
A:961, W:31, H:31
A:961, W:31, H:31
A:961, W:31, H:31
A:962, W:37, H:26
A:962, W:74, H:13
A:962, W:26, H:37
A:962, W:26, H:37
A:962, W:37, H:26
A:966, W:46, H:21
A:966, W:21, H:46
A:966, W:14, H:69
A:966, W:14, H:69
A:966, W:46, H:21
A:966, W:23, H:42
A:966, W:14, H:69
A:968, W:88, H:11
A:968, W:22, H:44
A:968, W:44, H:22
A:969, W:51, H:19
A:969, W:19, H:51
A:969, W:57, H:17
A:969, W:17, H:57
A:970, W:97, H:10
A:970, W:97, H:10
A:970, W:10, H:97
A:972, W:27, H:36
A:972, W:81, H:12
A:972, W:27, H:36
A:972, W:81, H:12
A:972, W:12, H:81
A:972, W:36, H:27
A:975, W:65, H:15
A:975, W:65, H:15
A:975, W:13, H:75
A:975, W:39, H:25
A:976, W:16, H:61
A:976, W:16, H:61
A:976, W:16, H:61
A:979, W:89, H:11
A:980, W:20, H:49
A:980, W:49, H:20
A:980, W:70, H:14
A:980, W:10, H:98
A:980, W:20, H:49
A:980, W:98, H:10
A:980, W:14, H:70
A:980, W:14, H:70
A:980, W:20, H:49
A:980, W:98, H:10
A:980, W:28, H:35
A:980, W:98, H:10
A:980, W:20, H:49
A:980, W:98, H:10
A:984, W:12, H:82
A:984, W:24, H:41
A:984, W:82, H:12
A:984, W:41, H:24
A:986, W:58, H:17
A:987, W:21, H:47
A:987, W:47, H:21
A:988, W:26, H:38
A:988, W:13, H:76
A:988, W:19, H:52
A:988, W:13, H:76
A:988, W:52, H:19
A:988, W:76, H:13
A:988, W:38, H:26
A:988, W:13, H:76
A:990, W:11, H:90
A:990, W:10, H:99
A:990, W:22, H:45
A:990, W:22, H:45
A:990, W:15, H:66
A:990, W:99, H:10
A:990, W:11, H:90
A:990, W:55, H:18
A:990, W:66, H:15
A:990, W:11, H:90
A:990, W:99, H:10
A:990, W:15, H:66
A:992, W:62, H:16
A:992, W:32, H:31
A:992, W:31, H:32
A:992, W:62, H:16
A:992, W:16, H:62
A:992, W:62, H:16
A:992, W:32, H:31
A:992, W:62, H:16
A:992, W:31, H:32
A:994, W:71, H:14
A:996, W:83, H:12
A:996, W:12, H:83
A:999, W:37, H:27
A:999, W:37, H:27
A:1000, W:40, H:25
A:1000, W:50, H:20
A:1000, W:25, H:40
A:1000, W:25, H:40
A:1000, W:25, H:40
A:1000, W:50, H:20
A:1000, W:25, H:40
A:1000, W:40, H:25
A:1000, W:20, H:50
A:1001, W:11, H:91
A:1001, W:11, H:91
A:1001, W:91, H:11
A:1001, W:13, H:77
A:1001, W:11, H:91
A:1001, W:77, H:13
A:1003, W:17, H:59
A:1003, W:59, H:17
A:1003, W:59, H:17
A:1003, W:17, H:59
A:1003, W:17, H:59
A:1005, W:15, H:67
A:1005, W:67, H:15
A:1007, W:19, H:53
A:1008, W:63, H:16
A:1008, W:12, H:84
A:1008, W:24, H:42
A:1008, W:18, H:56
A:1008, W:14, H:72
A:1008, W:84, H:12
A:1008, W:24, H:42
A:1008, W:42, H:24
A:1008, W:72, H:14
A:1008, W:18, H:56
A:1012, W:22, H:46
A:1012, W:11, H:92
A:1012, W:92, H:11
A:1012, W:23, H:44
A:1012, W:11, H:92
A:1012, W:46, H:22
A:1014, W:26, H:39
A:1014, W:39, H:26
A:1014, W:26, H:39
A:1014, W:26, H:39
A:1014, W:13, H:78
A:1014, W:78, H:13
A:1015, W:29, H:35
A:1020, W:34, H:30
A:1020, W:17, H:60
A:1020, W:68, H:15
A:1020, W:17, H:60
A:1020, W:68, H:15
A:1020, W:60, H:17
A:1020, W:68, H:15
A:1020, W:51, H:20
A:1020, W:30, H:34
A:1020, W:60, H:17
A:1022, W:73, H:14
A:1023, W:93, H:11
A:1023, W:93, H:11
A:1024, W:32, H:32
A:1024, W:16, H:64
A:1025, W:41, H:25
A:1026, W:19, H:54
A:1026, W:19, H:54
A:1026, W:38, H:27
A:1026, W:18, H:57
A:1026, W:18, H:57
A:1026, W:18, H:57
A:1026, W:38, H:27
A:1026, W:38, H:27
A:1026, W:54, H:19
A:1027, W:79, H:13
A:1027, W:79, H:13
A:1029, W:49, H:21
A:1029, W:21, H:49
A:1029, W:21, H:49
A:1032, W:43, H:24
A:1032, W:24, H:43
A:1032, W:12, H:86
A:1032, W:43, H:24
A:1032, W:43, H:24
A:1032, W:43, H:24
A:1034, W:94, H:11
A:1034, W:22, H:47
A:1034, W:94, H:11
A:1034, W:22, H:47
A:1035, W:15, H:69
A:1035, W:69, H:15
A:1035, W:23, H:45
A:1036, W:37, H:28
A:1036, W:37, H:28
A:1036, W:14, H:74
A:1036, W:37, H:28
A:1036, W:28, H:37
A:1036, W:14, H:74
A:1037, W:17, H:61
A:1037, W:17, H:61
A:1037, W:17, H:61
A:1040, W:52, H:20
A:1040, W:13, H:80
A:1040, W:13, H:80
A:1040, W:80, H:13
A:1040, W:20, H:52
A:1040, W:13, H:80
A:1040, W:52, H:20
A:1040, W:16, H:65
A:1044, W:18, H:58
A:1044, W:29, H:36
A:1044, W:58, H:18
A:1044, W:18, H:58
A:1044, W:36, H:29
A:1044, W:18, H:58
A:1044, W:18, H:58
A:1044, W:58, H:18
A:1044, W:87, H:12
A:1045, W:95, H:11
A:1045, W:95, H:11
A:1045, W:95, H:11
A:1045, W:19, H:55
A:1045, W:55, H:19
A:1045, W:11, H:95
A:1050, W:25, H:42
A:1050, W:14, H:75
A:1050, W:35, H:30
A:1050, W:75, H:14
A:1050, W:21, H:50
A:1050, W:30, H:35
A:1050, W:25, H:42
A:1050, W:35, H:30
A:1053, W:27, H:39
A:1053, W:39, H:27
A:1053, W:13, H:81
A:1053, W:81, H:13
A:1053, W:13, H:81
A:1053, W:81, H:13
A:1053, W:39, H:27
A:1054, W:62, H:17
A:1054, W:34, H:31
A:1054, W:34, H:31
A:1054, W:34, H:31
A:1054, W:17, H:62
A:1054, W:31, H:34
A:1056, W:12, H:88
A:1056, W:96, H:11
A:1056, W:32, H:33
A:1056, W:24, H:44
A:1056, W:24, H:44
A:1056, W:66, H:16
A:1056, W:16, H:66
A:1056, W:16, H:66
A:1056, W:11, H:96
A:1056, W:22, H:48
A:1056, W:22, H:48
A:1056, W:48, H:22
A:1056, W:66, H:16
A:1056, W:48, H:22
A:1058, W:46, H:23
A:1060, W:53, H:20
A:1062, W:59, H:18
A:1062, W:18, H:59
A:1062, W:18, H:59
A:1064, W:38, H:28
A:1064, W:56, H:19
A:1064, W:19, H:56
A:1064, W:19, H:56
A:1064, W:56, H:19
A:1064, W:14, H:76
A:1064, W:56, H:19
A:1065, W:71, H:15
A:1065, W:71, H:15
A:1065, W:71, H:15
A:1066, W:13, H:82
A:1066, W:82, H:13
A:1066, W:82, H:13
A:1066, W:41, H:26
A:1067, W:11, H:97
A:1067, W:97, H:11
A:1068, W:12, H:89
A:1068, W:89, H:12
A:1071, W:51, H:21
A:1071, W:21, H:51
A:1071, W:17, H:63
A:1071, W:51, H:21
A:1071, W:63, H:17
A:1072, W:67, H:16
A:1072, W:16, H:67
A:1073, W:29, H:37
A:1073, W:37, H:29
A:1078, W:77, H:14
A:1078, W:14, H:77
A:1078, W:14, H:77
A:1078, W:49, H:22
A:1079, W:83, H:13
A:1079, W:83, H:13
A:1079, W:13, H:83
A:1079, W:83, H:13
A:1080, W:15, H:72
A:1080, W:20, H:54
A:1080, W:27, H:40
A:1080, W:18, H:60
A:1080, W:90, H:12
A:1080, W:54, H:20
A:1080, W:15, H:72
A:1080, W:18, H:60
A:1080, W:60, H:18
A:1080, W:18, H:60
A:1080, W:60, H:18
A:1081, W:47, H:23
A:1081, W:47, H:23
A:1081, W:23, H:47
A:1081, W:47, H:23
A:1081, W:23, H:47
A:1081, W:23, H:47
A:1083, W:57, H:19
A:1085, W:35, H:31
A:1085, W:31, H:35
A:1088, W:32, H:34
A:1088, W:32, H:34
A:1088, W:16, H:68
A:1088, W:17, H:64
A:1088, W:64, H:17
A:1089, W:33, H:33
A:1089, W:11, H:99
A:1089, W:99, H:11
A:1089, W:99, H:11
A:1089, W:99, H:11
A:1089, W:11, H:99
A:1089, W:33, H:33
A:1089, W:11, H:99
A:1089, W:99, H:11
A:1092, W:28, H:39
A:1092, W:28, H:39
A:1092, W:12, H:91
A:1092, W:12, H:91
A:1092, W:26, H:42
A:1092, W:13, H:84
A:1092, W:84, H:13
A:1092, W:13, H:84
A:1092, W:14, H:78
A:1092, W:13, H:84
A:1095, W:73, H:15
A:1095, W:15, H:73
A:1098, W:18, H:61
A:1100, W:22, H:50
A:1100, W:20, H:55
A:1100, W:20, H:55
A:1100, W:20, H:55
A:1102, W:29, H:38
A:1102, W:38, H:29
A:1102, W:38, H:29
A:1102, W:29, H:38
A:1102, W:19, H:58
A:1104, W:92, H:12
A:1104, W:23, H:48
A:1104, W:69, H:16
A:1104, W:92, H:12
A:1104, W:92, H:12
A:1104, W:92, H:12
A:1104, W:92, H:12
A:1104, W:48, H:23
A:1104, W:46, H:24
A:1104, W:48, H:23
A:1104, W:12, H:92
A:1104, W:48, H:23
A:1105, W:13, H:85
A:1105, W:65, H:17
A:1105, W:17, H:65
A:1105, W:65, H:17
A:1105, W:85, H:13
A:1105, W:17, H:65
A:1105, W:17, H:65
A:1106, W:14, H:79
A:1110, W:30, H:37
A:1110, W:30, H:37
A:1110, W:15, H:74
A:1110, W:37, H:30
A:1110, W:74, H:15
A:1110, W:74, H:15
A:1110, W:30, H:37
A:1113, W:21, H:53
A:1116, W:12, H:93
A:1116, W:93, H:12
A:1116, W:62, H:18
A:1116, W:18, H:62
A:1116, W:62, H:18
A:1116, W:18, H:62
A:1118, W:43, H:26
A:1118, W:43, H:26
A:1120, W:56, H:20
A:1120, W:35, H:32
A:1120, W:40, H:28
A:1120, W:16, H:70
A:1120, W:28, H:40
A:1120, W:70, H:16
A:1120, W:28, H:40
A:1120, W:28, H:40
A:1120, W:80, H:14
A:1120, W:32, H:35
A:1120, W:14, H:80
A:1120, W:56, H:20
A:1120, W:56, H:20
A:1121, W:59, H:19
A:1122, W:22, H:51
A:1122, W:33, H:34
A:1122, W:66, H:17
A:1122, W:17, H:66
A:1122, W:33, H:34
A:1122, W:17, H:66
A:1122, W:22, H:51
A:1125, W:15, H:75
A:1125, W:75, H:15
A:1127, W:49, H:23
A:1127, W:23, H:49
A:1127, W:49, H:23
A:1128, W:94, H:12
A:1128, W:47, H:24
A:1131, W:87, H:13
A:1131, W:29, H:39
A:1131, W:13, H:87
A:1131, W:87, H:13
A:1134, W:18, H:63
A:1134, W:42, H:27
A:1134, W:27, H:42
A:1134, W:42, H:27
A:1134, W:63, H:18
A:1134, W:21, H:54
A:1134, W:81, H:14
A:1134, W:63, H:18
A:1134, W:27, H:42
A:1134, W:27, H:42
A:1139, W:67, H:17
A:1139, W:17, H:67
A:1140, W:19, H:60
A:1140, W:57, H:20
A:1140, W:60, H:19
A:1140, W:20, H:57
A:1140, W:20, H:57
A:1140, W:15, H:76
A:1140, W:60, H:19
A:1140, W:60, H:19
A:1144, W:88, H:13
A:1144, W:44, H:26
A:1144, W:13, H:88
A:1144, W:26, H:44
A:1144, W:88, H:13
A:1144, W:44, H:26
A:1147, W:31, H:37
A:1147, W:37, H:31
A:1148, W:82, H:14
A:1148, W:82, H:14
A:1148, W:14, H:82
A:1148, W:41, H:28
A:1148, W:28, H:41
A:1150, W:23, H:50
A:1150, W:23, H:50
A:1150, W:25, H:46
A:1150, W:23, H:50
A:1150, W:25, H:46
A:1150, W:46, H:25
A:1150, W:23, H:50
A:1150, W:25, H:46
A:1152, W:72, H:16
A:1152, W:24, H:48
A:1152, W:24, H:48
A:1152, W:12, H:96
A:1152, W:16, H:72
A:1152, W:64, H:18
A:1152, W:12, H:96
A:1152, W:72, H:16
A:1152, W:18, H:64
A:1152, W:18, H:64
A:1152, W:24, H:48
A:1152, W:24, H:48
A:1155, W:55, H:21
A:1155, W:21, H:55
A:1156, W:68, H:17
A:1156, W:34, H:34
A:1156, W:17, H:68
A:1157, W:89, H:13
A:1157, W:13, H:89
A:1157, W:89, H:13
A:1157, W:13, H:89
A:1159, W:61, H:19
A:1159, W:61, H:19
A:1159, W:61, H:19
A:1159, W:19, H:61
A:1160, W:40, H:29
A:1160, W:20, H:58
A:1160, W:20, H:58
A:1161, W:27, H:43
A:1162, W:83, H:14
A:1162, W:14, H:83
A:1164, W:12, H:97
A:1164, W:12, H:97
A:1164, W:12, H:97
A:1166, W:22, H:53
A:1168, W:73, H:16
A:1170, W:26, H:45
A:1170, W:78, H:15
A:1170, W:39, H:30
A:1170, W:26, H:45
A:1170, W:18, H:65
A:1170, W:26, H:45
A:1170, W:15, H:78
A:1170, W:45, H:26
A:1170, W:15, H:78
A:1170, W:78, H:15
A:1170, W:90, H:13
A:1170, W:15, H:78
A:1170, W:78, H:15
A:1170, W:30, H:39
A:1170, W:30, H:39
A:1173, W:23, H:51
A:1173, W:51, H:23
A:1173, W:23, H:51
A:1175, W:47, H:25
A:1175, W:25, H:47
A:1176, W:49, H:24
A:1176, W:24, H:49
A:1176, W:56, H:21
A:1176, W:98, H:12
A:1176, W:42, H:28
A:1176, W:42, H:28
A:1176, W:56, H:21
A:1176, W:21, H:56
A:1176, W:12, H:98
A:1176, W:28, H:42
A:1176, W:28, H:42
A:1176, W:84, H:14
A:1176, W:24, H:49
A:1176, W:56, H:21
A:1178, W:19, H:62
A:1178, W:19, H:62
A:1178, W:19, H:62
A:1178, W:19, H:62
A:1178, W:31, H:38
A:1178, W:19, H:62
A:1183, W:91, H:13
A:1184, W:37, H:32
A:1184, W:16, H:74
A:1184, W:16, H:74
A:1184, W:37, H:32
A:1184, W:37, H:32
A:1184, W:32, H:37
A:1188, W:54, H:22
A:1188, W:18, H:66
A:1188, W:27, H:44
A:1188, W:54, H:22
A:1188, W:27, H:44
A:1188, W:33, H:36
A:1188, W:66, H:18
A:1188, W:22, H:54
A:1188, W:22, H:54
A:1188, W:54, H:22
A:1188, W:33, H:36
A:1188, W:66, H:18
A:1189, W:41, H:29
A:1189, W:29, H:41
A:1190, W:85, H:14
A:1190, W:14, H:85
A:1190, W:85, H:14
A:1190, W:70, H:17
A:1196, W:46, H:26
A:1196, W:26, H:46
A:1196, W:13, H:92
A:1196, W:23, H:52
A:1196, W:26, H:46
A:1196, W:26, H:46
A:1196, W:46, H:26
A:1197, W:19, H:63
A:1197, W:57, H:21
A:1197, W:57, H:21
A:1197, W:57, H:21
A:1197, W:57, H:21
A:1200, W:25, H:48
A:1200, W:60, H:20
A:1200, W:12, H:100
A:1200, W:15, H:80
A:1200, W:60, H:20
A:1200, W:75, H:16
A:1200, W:12, H:100
A:1200, W:15, H:80
A:1200, W:100, H:12
A:1200, W:40, H:30
A:1200, W:12, H:100
A:1200, W:25, H:48
A:1200, W:75, H:16
A:1204, W:43, H:28
A:1206, W:18, H:67
A:1206, W:18, H:67
A:1207, W:71, H:17
A:1207, W:71, H:17
A:1209, W:31, H:39
A:1209, W:93, H:13
A:1209, W:31, H:39
A:1215, W:81, H:15
A:1215, W:45, H:27
A:1215, W:45, H:27
A:1215, W:27, H:45
A:1216, W:64, H:19
