A:29200, W:730, H:40
A:67275, W:897, H:75
A:593768, W:922, H:644
A:1155, W:3, H:385
A:193970, W:238, H:815
A:281212, W:614, H:458
A:107724, W:282, H:382
A:549728, W:656, H:838
A:531416, W:724, H:734
A:37074, W:334, H:111
A:226935, W:369, H:615
A:1287, W:39, H:33
A:8470, W:22, H:385
A:419490, W:885, H:474
A:396867, W:503, H:789
A:25740, W:585, H:44
A:414286, W:718, H:577
A:115710, W:798, H:145
A:581742, W:798, H:729
A:282975, W:385, H:735
A:211536, W:936, H:226
A:180780, W:655, H:276
A:475376, W:814, H:584
A:324240, W:560, H:579
A:123354, W:462, H:267
A:62333, W:83, H:751
A:216194, W:682, H:317
A:246272, W:481, H:512
A:111923, W:413, H:271
A:3528, W:294, H:12
A:33120, W:480, H:69
A:695856, W:798, H:872
A:7185, W:479, H:15
A:203580, W:580, H:351
A:170442, W:557, H:306
A:435537, W:849, H:513
A:45066, W:87, H:518
A:970029, W:971, H:999
A:36720, W:255, H:144
A:832676, W:956, H:871
A:32528, W:304, H:107
A:385956, W:453, H:852
A:75078, W:194, H:387
A:170950, W:650, H:263
A:512994, W:886, H:579
A:124845, W:287, H:435
A:364908, W:564, H:647
A:224503, W:227, H:989
A:351576, W:514, H:684
A:68244, W:188, H:363
A:506415, W:689, H:735
A:434112, W:476, H:912
A:103097, W:131, H:787
A:30895, W:835, H:37
A:342881, W:511, H:671
A:97428, W:276, H:353
A:34128, W:432, H:79
A:98748, W:468, H:211
A:295298, W:722, H:409
A:84975, W:825, H:103
A:20349, W:399, H:51
A:744576, W:831, H:896
A:809676, W:833, H:972
A:713062, W:961, H:742
A:63800, W:145, H:440
A:55216, W:493, H:112
A:31488, W:32, H:984
A:54739, W:817, H:67
A:748619, W:779, H:961
A:60279, W:213, H:283
A:167772, W:372, H:451
A:2409, W:33, H:73
A:702243, W:839, H:837
A:403518, W:617, H:654
A:585414, W:666, H:879
A:96480, W:134, H:720
A:276345, W:345, H:801
A:717882, W:894, H:803
A:134810, W:793, H:170
A:107734, W:166, H:649
A:53625, W:195, H:275
A:328800, W:600, H:548
A:70135, W:83, H:845
A:8760, W:40, H:219
A:13088, W:409, H:32
A:45825, W:235, H:195
A:393402, W:519, H:758
A:19632, W:818, H:24
A:606411, W:949, H:639
A:435959, W:547, H:797
A:405132, W:546, H:742
A:109809, W:249, H:441
A:91180, W:388, H:235
A:36722, W:301, H:122
A:472230, W:530, H:891
A:56814, W:557, H:102
A:932531, W:991, H:941
A:194220, W:468, H:415
A:447606, W:921, H:486
A:102399, W:321, H:319
A:257520, W:435, H:592
A:89233, W:493, H:181
A:117072, W:216, H:542
A:247242, W:463, H:534
A:367774, W:458, H:803
A:125216, W:602, H:208
A:247480, W:538, H:460
A:36270, W:155, H:234
A:168432, W:464, H:363
A:33384, W:107, H:312
A:233100, W:252, H:925
A:67890, W:155, H:438
A:78020, W:830, H:94
A:53979, W:57, H:947
A:30960, W:516, H:60
A:601552, W:917, H:656
A:454818, W:546, H:833
A:496128, W:969, H:512
A:455715, W:615, H:741
A:364875, W:417, H:875
A:200047, W:797, H:251
A:4730, W:55, H:86
A:406386, W:633, H:642
A:476410, W:610, H:781
A:560736, W:708, H:792
A:646760, W:760, H:851
A:305306, W:521, H:586
A:28906, W:298, H:97
A:44064, W:48, H:918
A:128283, W:183, H:701
A:196042, W:418, H:469
A:150775, W:163, H:925
A:1034, W:94, H:11
A:20453, W:113, H:181
A:333124, W:452, H:737
A:170667, W:903, H:189
A:663536, W:904, H:734
A:15839, W:337, H:47
A:200160, W:480, H:417
A:21375, W:225, H:95
A:191649, W:993, H:193
A:134940, W:173, H:780
A:476928, W:552, H:864
A:51982, W:329, H:158
A:473430, W:645, H:734
A:127296, W:663, H:192
A:460248, W:604, H:762
A:487812, W:636, H:767
A:234937, W:239, H:983
A:333540, W:765, H:436
A:591848, W:886, H:668
A:21359, W:689, H:31
A:550539, W:913, H:603
A:12420, W:345, H:36
A:500577, W:847, H:591
A:229743, W:381, H:603
A:194040, W:231, H:840
A:357786, W:417, H:858
A:28944, W:144, H:201
A:403088, W:976, H:413
A:30576, W:196, H:156
A:17600, W:704, H:25
A:439928, W:866, H:508
A:83108, W:526, H:158
A:72036, W:108, H:667
A:847740, W:995, H:852
A:538206, W:662, H:813
A:140728, W:392, H:359
A:212244, W:769, H:276
A:471033, W:597, H:789
A:207972, W:318, H:654
A:1072, W:8, H:134
A:446424, W:534, H:836
A:105560, W:260, H:406
A:419224, W:754, H:556
A:46592, W:208, H:224
A:192079, W:479, H:401
A:337246, W:442, H:763
A:163540, W:884, H:185
A:13651, W:803, H:17
A:331128, W:567, H:584
A:130761, W:501, H:261
A:851472, W:876, H:972
A:4335, W:867, H:5
A:650496, W:847, H:768
A:325335, W:615, H:529
A:133348, W:901, H:148
A:143603, W:881, H:163
A:60606, W:518, H:117
A:862137, W:863, H:999
A:173310, W:654, H:265
A:200944, W:304, H:661
A:12744, W:236, H:54
A:587880, W:710, H:828
A:12366, W:458, H:27
A:885995, W:979, H:905
A:467250, W:750, H:623
A:434928, W:442, H:984
A:637608, W:744, H:857
A:573108, W:586, H:978
A:523755, W:565, H:927
A:390870, W:774, H:505
A:438345, W:955, H:459
A:263760, W:785, H:336
A:66357, W:303, H:219
A:3702, W:617, H:6
A:2856, W:3, H:952
A:261856, W:392, H:668
A:4500, W:20, H:225
A:16020, W:267, H:60
A:698355, W:739, H:945
A:13524, W:644, H:21
A:44748, W:226, H:198
A:125239, W:139, H:901
A:148420, W:905, H:164
A:26854, W:29, H:926
A:232521, W:537, H:433
A:165564, W:219, H:756
A:154036, W:194, H:794
A:100859, W:583, H:173
A:724192, W:976, H:742
A:440084, W:538, H:818
A:12699, W:83, H:153
A:312910, W:377, H:830
A:18612, W:47, H:396
A:5412, W:33, H:164
A:641280, W:768, H:835
A:192816, W:936, H:206
A:119094, W:138, H:863
A:55125, W:375, H:147
A:28077, W:49, H:573
A:71400, W:525, H:136
A:369598, W:653, H:566
A:104799, W:181, H:579
A:658240, W:680, H:968
A:412532, W:683, H:604
A:115180, W:130, H:886
A:202872, W:642, H:316
A:23280, W:60, H:388
A:129444, W:938, H:138
A:219640, W:340, H:646
A:221088, W:392, H:564
A:37480, W:937, H:40
A:214221, W:303, H:707
A:244992, W:528, H:464
A:287858, W:326, H:883
A:229992, W:518, H:444
A:53985, W:177, H:305
A:358450, W:535, H:670
A:7564, W:124, H:61
A:771210, W:902, H:855
A:156170, W:805, H:194
A:283679, W:629, H:451
A:31960, W:34, H:940
A:389935, W:455, H:857
A:598779, W:603, H:993
A:105374, W:893, H:118
A:167675, W:353, H:475
A:881100, W:990, H:890
A:917683, W:967, H:949
A:350878, W:778, H:451
A:79488, W:96, H:828
A:85073, W:241, H:353
A:402000, W:402, H:1000
A:534750, W:775, H:690
A:241227, W:441, H:547
A:438040, W:932, H:470
A:115500, W:750, H:154
A:409877, W:769, H:533
A:225225, W:585, H:385
A:104160, W:372, H:280
A:193575, W:445, H:435
A:341280, W:432, H:790
A:836238, W:923, H:906
A:81320, W:95, H:856
A:1384, W:2, H:692
A:148070, W:170, H:871
A:107442, W:254, H:423
A:73784, W:802, H:92
A:79316, W:158, H:502
A:40152, W:239, H:168
A:118159, W:683, H:173
A:246925, W:425, H:581
A:682485, W:789, H:865
A:390438, W:654, H:597
A:78260, W:559, H:140
A:165019, W:571, H:289
A:71969, W:79, H:911
A:45030, W:190, H:237
A:429240, W:735, H:584
A:217622, W:467, H:466
A:198209, W:487, H:407
A:337032, W:558, H:604
A:474300, W:527, H:900
A:246861, W:369, H:669
A:307013, W:719, H:427
A:277830, W:294, H:945
A:32340, W:98, H:330
A:199640, W:230, H:868
A:40356, W:114, H:354
A:138411, W:819, H:169
A:110340, W:613, H:180
A:82164, W:164, H:501
A:321286, W:433, H:742
A:36333, W:367, H:99
A:500344, W:884, H:566
A:466752, W:748, H:624
A:79849, W:119, H:671
A:274428, W:462, H:594
A:161022, W:571, H:282
A:591345, W:765, H:773
A:348726, W:437, H:798
A:737522, W:739, H:998
A:374970, W:862, H:435
A:363188, W:476, H:763
A:241682, W:854, H:283
A:66722, W:73, H:914
A:137700, W:170, H:810
A:31500, W:150, H:210
A:414117, W:979, H:423
A:30856, W:203, H:152
A:140712, W:858, H:164
A:295568, W:392, H:754
A:389011, W:833, H:467
A:149940, W:980, H:153
A:172347, W:203, H:849
A:385520, W:632, H:610
A:546720, W:670, H:816
A:151707, W:183, H:829
A:289224, W:312, H:927
A:227835, W:249, H:915
A:53536, W:56, H:956
A:187096, W:728, H:257
A:211755, W:743, H:285
A:615636, W:882, H:698
A:12274, W:38, H:323
A:420700, W:601, H:700
A:268801, W:377, H:713
A:492032, W:512, H:961
A:616620, W:645, H:956
A:774319, W:871, H:889
A:215628, W:238, H:906
A:17088, W:32, H:534
A:200960, W:628, H:320
A:34720, W:434, H:80
A:9633, W:247, H:39
A:383306, W:917, H:418
A:403088, W:472, H:854
A:33600, W:64, H:525
A:159980, W:842, H:190
A:14528, W:64, H:227
A:395386, W:401, H:986
A:336150, W:810, H:415
A:20498, W:554, H:37
A:189001, W:571, H:331
A:110019, W:651, H:169
A:90636, W:166, H:546
A:452980, W:580, H:781
A:351090, W:846, H:415
A:6490, W:295, H:22
A:259116, W:572, H:453
A:16302, W:627, H:26
A:2058, W:42, H:49
A:154959, W:471, H:329
A:294965, W:865, H:341
A:80465, W:605, H:133
A:280800, W:288, H:975
A:7735, W:13, H:595
A:32142, W:974, H:33
A:123692, W:428, H:289
A:584259, W:923, H:633
A:396028, W:724, H:547
A:67320, W:170, H:396
A:301950, W:366, H:825
A:23751, W:609, H:39
A:559700, W:965, H:580
A:163576, W:644, H:254
A:294965, W:341, H:865
A:77616, W:231, H:336
A:102480, W:732, H:140
A:605150, W:650, H:931
A:83600, W:400, H:209
A:316728, W:498, H:636
A:281486, W:289, H:974
A:19170, W:45, H:426
A:644595, W:735, H:877
A:427704, W:502, H:852
A:47151, W:279, H:169
A:238005, W:387, H:615
A:273485, W:659, H:415
A:416420, W:443, H:940
A:472320, W:480, H:984
A:172550, W:203, H:850
A:273372, W:436, H:627
A:72448, W:283, H:256
A:280016, W:407, H:688
A:258990, W:445, H:582
A:66402, W:217, H:306
A:83212, W:293, H:284
A:176001, W:493, H:357
A:39550, W:175, H:226
A:210656, W:908, H:232
A:263530, W:365, H:722
A:614628, W:813, H:756
A:82288, W:592, H:139
A:428901, W:451, H:951
A:118944, W:354, H:336
A:494326, W:527, H:938
A:236720, W:538, H:440
A:20160, W:192, H:105
A:213993, W:279, H:767
A:179804, W:569, H:316
A:172080, W:240, H:717
A:95034, W:282, H:337
A:14858, W:323, H:46
A:123213, W:201, H:613
A:539320, W:556, H:970
A:550, W:2, H:275
A:301416, W:456, H:661
A:74256, W:364, H:204
A:440251, W:763, H:577
A:413712, W:663, H:624
A:309918, W:471, H:658
A:15257, W:803, H:19
A:158918, W:439, H:362
A:118158, W:282, H:419
A:478725, W:491, H:975
A:713057, W:761, H:937
A:19720, W:68, H:290
A:5868, W:978, H:6
A:126994, W:658, H:193
A:255488, W:998, H:256
A:395768, W:811, H:488
A:148230, W:305, H:486
A:640157, W:839, H:763
A:13776, W:287, H:48
A:359414, W:682, H:527
A:129404, W:374, H:346
A:13524, W:42, H:322
A:212625, W:315, H:675
A:207886, W:434, H:479
A:265960, W:305, H:872
A:146340, W:542, H:270
A:105618, W:607, H:174
A:152096, W:392, H:388
A:429250, W:850, H:505
A:710709, W:723, H:983
A:61586, W:83, H:742
A:128865, W:605, H:213
A:97888, W:266, H:368
A:104652, W:162, H:646
A:112995, W:243, H:465
A:279604, W:566, H:494
A:45360, W:360, H:126
A:25152, W:131, H:192
A:9815, W:151, H:65
A:483, W:21, H:23
A:223357, W:557, H:401
A:837292, W:874, H:958
A:80300, W:275, H:292
A:283610, W:718, H:395
A:80008, W:137, H:584
A:54107, W:61, H:887
A:85120, W:896, H:95
A:233700, W:570, H:410
A:116740, W:260, H:449
A:439712, W:728, H:604
A:244620, W:906, H:270
A:42441, W:903, H:47
A:224900, W:325, H:692
A:575526, W:994, H:579
A:864731, W:943, H:917
A:212860, W:734, H:290
A:32875, W:263, H:125
A:113774, W:349, H:326
A:333914, W:782, H:427
A:47124, W:748, H:63
A:556450, W:775, H:718
A:661650, W:802, H:825
A:153532, W:262, H:586
A:792322, W:842, H:941
A:184526, W:359, H:514
A:29294, W:194, H:151
A:387344, W:563, H:688
A:52597, W:149, H:353
A:532650, W:670, H:795
A:115620, W:470, H:246
A:146412, W:332, H:441
A:293584, W:311, H:944
A:282982, W:574, H:493
A:835856, W:952, H:878
A:46726, W:383, H:122
A:99880, W:227, H:440
A:606300, W:860, H:705
A:185064, W:264, H:701
A:136612, W:476, H:287
A:59048, W:61, H:968
A:3892, W:28, H:139
A:7952, W:568, H:14
A:32804, W:278, H:118
A:700000, W:800, H:875
A:492264, W:954, H:516
A:178976, W:752, H:238
A:19402, W:109, H:178
A:936540, W:990, H:946
A:7106, W:34, H:209
A:570570, W:715, H:798
A:17934, W:183, H:98
A:615570, W:867, H:710
A:250617, W:417, H:601
A:4752, W:48, H:99
A:512182, W:682, H:751
A:165092, W:298, H:554
A:75078, W:194, H:387
A:308914, W:514, H:601
A:126819, W:427, H:297
A:168345, W:783, H:215
A:78588, W:666, H:118
A:145856, W:688, H:212
A:656121, W:771, H:851
A:110370, W:283, H:390
A:221792, W:956, H:232
A:305550, W:630, H:485
A:106266, W:597, H:178
A:123192, W:348, H:354
A:285840, W:397, H:720
A:241080, W:410, H:588
A:291842, W:337, H:866
A:506340, W:970, H:522
A:629579, W:713, H:883
A:624960, W:744, H:840
A:109699, W:163, H:673
A:17956, W:67, H:268
A:161330, W:221, H:730
A:324048, W:942, H:344
A:350922, W:429, H:818
A:814504, W:904, H:901
A:79540, W:970, H:82
A:46965, W:505, H:93
A:6419, W:49, H:131
A:279900, W:622, H:450
A:202027, W:217, H:931
A:47684, W:262, H:182
A:311136, W:672, H:463
A:517914, W:621, H:834
A:15498, W:369, H:42
A:129283, W:161, H:803
A:572246, W:718, H:797
A:188680, W:356, H:530
A:99800, W:499, H:200
A:1716, W:66, H:26
A:822437, W:971, H:847
A:393285, W:835, H:471
A:189696, W:247, H:768
A:226047, W:499, H:453
A:671508, W:811, H:828
A:97776, W:144, H:679
A:758535, W:915, H:829
A:64296, W:564, H:114
A:246753, W:999, H:247
A:104251, W:371, H:281
A:78987, W:339, H:233
A:20910, W:255, H:82
A:66732, W:402, H:166
A:53184, W:554, H:96
A:668, W:4, H:167
A:88377, W:267, H:331
A:41975, W:365, H:115
A:181566, W:262, H:693
A:3600, W:40, H:90
A:405854, W:661, H:614
A:296376, W:932, H:318
A:266454, W:339, H:786
A:98703, W:997, H:99
A:60515, W:931, H:65
A:57246, W:174, H:329
A:292908, W:308, H:951
A:121296, W:798, H:152
A:114392, W:632, H:181
A:328107, W:537, H:611
A:542080, W:605, H:896
A:249271, W:473, H:527
A:46251, W:571, H:81
A:83080, W:124, H:670
A:38675, W:175, H:221
A:528697, W:607, H:871
A:279954, W:927, H:302
A:17499, W:307, H:57
A:126615, W:367, H:345
A:551320, W:895, H:616
A:23300, W:100, H:233
A:169092, W:366, H:462
A:213180, W:255, H:836
A:222794, W:779, H:286
A:90068, W:253, H:356
A:685386, W:754, H:909
A:386820, W:420, H:921
A:776169, W:801, H:969
A:217560, W:888, H:245
A:60297, W:303, H:199
A:544455, W:999, H:545
A:571200, W:595, H:960
A:436278, W:817, H:534
A:43488, W:72, H:604
A:269384, W:892, H:302
A:110238, W:967, H:114
A:67893, W:159, H:427
A:296814, W:518, H:573
A:532512, W:774, H:688
A:40800, W:544, H:75
A:301080, W:965, H:312
A:253650, W:534, H:475
A:317408, W:416, H:763
A:56580, W:276, H:205
A:20080, W:251, H:80
A:90450, W:270, H:335
A:193651, W:197, H:983
A:132240, W:580, H:228
A:690226, W:739, H:934
A:226380, W:980, H:231
A:563550, W:850, H:663
A:141343, W:503, H:281
A:161792, W:316, H:512
A:294408, W:423, H:696
A:113285, W:695, H:163
A:149760, W:520, H:288
A:318078, W:738, H:431
A:79730, W:595, H:134
A:458790, W:746, H:615
A:81158, W:187, H:434
A:43340, W:44, H:985
A:573978, W:706, H:813
A:662331, W:667, H:993
A:30060, W:835, H:36
A:429852, W:452, H:951
A:305784, W:558, H:548
A:305216, W:608, H:502
A:348066, W:951, H:366
A:445005, W:899, H:495
A:23292, W:647, H:36
A:60562, W:283, H:214
A:53144, W:56, H:949
A:756500, W:890, H:850
A:412191, W:507, H:813
A:284085, W:295, H:963
A:645181, W:677, H:953
A:472902, W:538, H:879
A:261562, W:833, H:314
A:87690, W:111, H:790
A:40248, W:559, H:72
A:386595, W:605, H:639
A:295008, W:878, H:336
A:457344, W:576, H:794
A:863397, W:989, H:873
A:530061, W:587, H:903
A:64355, W:305, H:211
A:235494, W:378, H:623
A:21210, W:202, H:105
A:14476, W:94, H:154
A:22950, W:150, H:153
A:97632, W:226, H:432
A:6580, W:658, H:10
A:130312, W:358, H:364
A:359966, W:422, H:853
A:214396, W:434, H:494
A:245520, W:880, H:279
A:247250, W:430, H:575
A:255960, W:324, H:790
A:64896, W:128, H:507
A:798395, W:923, H:865
A:198850, W:485, H:410
A:86498, W:122, H:709
A:136293, W:251, H:543
A:144905, W:397, H:365
A:166358, W:446, H:373
A:160742, W:179, H:898
A:92300, W:130, H:710
A:83720, W:130, H:644
A:121263, W:249, H:487
A:294786, W:318, H:927
A:22880, W:44, H:520
A:74559, W:87, H:857
A:36848, W:47, H:784
A:183027, W:361, H:507
A:40745, W:145, H:281
A:466295, W:521, H:895
A:952575, W:977, H:975
A:127500, W:300, H:425
A:173090, W:911, H:190
A:163073, W:313, H:521
A:450450, W:858, H:525
A:158006, W:794, H:199
A:95700, W:174, H:550
A:42770, W:94, H:455
A:20440, W:73, H:280
A:568256, W:683, H:832
A:100654, W:853, H:118
A:744800, W:931, H:800
A:234320, W:464, H:505
A:97128, W:228, H:426
A:24174, W:474, H:51
A:545930, W:709, H:770
A:448578, W:639, H:702
A:382752, W:886, H:432
A:343915, W:407, H:845
A:14940, W:15, H:996
A:9360, W:130, H:72
A:500387, W:811, H:617
A:29610, W:423, H:70
A:132936, W:174, H:764
A:180708, W:814, H:222
A:75924, W:684, H:111
A:100035, W:741, H:135
A:325260, W:556, H:585
A:214200, W:504, H:425
A:459358, W:478, H:961
A:633087, W:773, H:819
A:216315, W:345, H:627
A:282057, W:631, H:447
A:1096, W:8, H:137
A:519570, W:753, H:690
A:196214, W:493, H:398
A:383264, W:413, H:928
A:100737, W:287, H:351
A:235752, W:517, H:456
A:99864, W:456, H:219
A:630990, W:810, H:779
A:296426, W:338, H:877
A:676033, W:859, H:787
A:7797, W:339, H:23
A:90906, W:417, H:218
A:615568, W:974, H:632
A:288896, W:592, H:488
A:87220, W:980, H:89
A:346144, W:464, H:746
A:15015, W:35, H:429
A:842499, W:933, H:903
A:136784, W:206, H:664
A:968240, W:980, H:988
A:3570, W:357, H:10
A:16512, W:64, H:258
A:401402, W:958, H:419
A:4794, W:51, H:94
A:80660, W:436, H:185
A:268304, W:328, H:818
A:48825, W:279, H:175
A:123755, W:265, H:467
A:103292, W:124, H:833
A:57300, W:60, H:955
A:694715, W:863, H:805
A:36652, W:308, H:119
A:725800, W:950, H:764
A:96327, W:973, H:99
A:217782, W:999, H:218
A:590636, W:991, H:596
A:34237, W:469, H:73
A:33578, W:103, H:326
A:516467, W:623, H:829
A:305712, W:579, H:528
A:452376, W:618, H:732
A:1364, W:4, H:341
A:42912, W:72, H:596
A:212244, W:769, H:276
A:180128, W:416, H:433
A:408298, W:737, H:554
A:386208, W:864, H:447
A:487542, W:913, H:534
A:230205, W:745, H:309
A:84075, W:95, H:885
A:17974, W:418, H:43
A:298896, W:958, H:312
A:75451, W:383, H:197
A:2140, W:20, H:107
A:31104, W:324, H:96
A:119184, W:624, H:191
A:651692, W:764, H:853
A:4470, W:15, H:298
A:348084, W:879, H:396
A:661, W:1, H:661
A:303625, W:347, H:875
A:136922, W:223, H:614
A:153438, W:321, H:478
A:867560, W:920, H:943
A:87620, W:260, H:337
A:22475, W:29, H:775
A:429624, W:702, H:612
A:73872, W:513, H:144
A:588504, W:868, H:678
A:408221, W:629, H:649
A:87815, W:91, H:965
A:79900, W:235, H:340
A:108703, W:371, H:293
A:318986, W:457, H:698
A:342702, W:482, H:711
A:59280, W:152, H:390
A:379824, W:492, H:772
A:31562, W:86, H:367
A:164654, W:266, H:619
A:313938, W:321, H:978
A:33040, W:112, H:295
A:445248, W:773, H:576
A:684496, W:716, H:956
A:34188, W:407, H:84
A:118260, W:540, H:219
A:45045, W:715, H:63
A:588600, W:654, H:900
A:113045, W:115, H:983
A:628314, W:942, H:667
A:636365, W:929, H:685
A:150300, W:900, H:167
A:521472, W:768, H:679
A:466852, W:508, H:919
A:135774, W:397, H:342
A:339090, W:890, H:381
A:254720, W:995, H:256
A:232344, W:461, H:504
A:489984, W:528, H:928
A:54236, W:91, H:596
A:253640, W:746, H:340
A:129025, W:325, H:397
A:722970, W:870, H:831
A:403788, W:437, H:924
A:88032, W:786, H:112
A:252016, W:829, H:304
A:375900, W:537, H:700
A:508410, W:538, H:945
A:98112, W:511, H:192
A:55746, W:57, H:978
A:285285, W:429, H:665
A:239445, W:313, H:765
A:147664, W:176, H:839
A:123715, W:545, H:227
A:605179, W:997, H:607
A:461121, W:547, H:843
A:24064, W:752, H:32
A:117691, W:161, H:731
A:644280, W:885, H:728
A:6974, W:22, H:317
A:164160, W:190, H:864
A:16100, W:161, H:100
A:10595, W:815, H:13
A:128512, W:502, H:256
A:28782, W:702, H:41
A:316705, W:653, H:485
A:78076, W:262, H:298
A:327646, W:583, H:562
A:51360, W:214, H:240
A:764694, W:918, H:833
A:267150, W:390, H:685
A:9576, W:36, H:266
A:17216, W:538, H:32
A:46722, W:599, H:78
A:7540, W:58, H:130
A:355355, W:923, H:385
A:107000, W:856, H:125
A:403158, W:609, H:662
A:171304, W:644, H:266
A:652639, W:823, H:793
A:42930, W:477, H:90
A:562224, W:816, H:689
A:99792, W:176, H:567
A:241689, W:677, H:357
A:589336, W:814, H:724
A:13483, W:139, H:97
A:124266, W:417, H:298
A:205551, W:207, H:993
A:221100, W:335, H:660
A:102384, W:432, H:237
A:327239, W:419, H:781
A:262740, W:580, H:453
A:332208, W:432, H:769
A:650275, W:925, H:703
A:314007, W:799, H:393
A:186635, W:229, H:815
A:408177, W:627, H:651
A:859104, W:912, H:942
A:105094, W:187, H:562
A:25772, W:34, H:758
A:132344, W:568, H:233
A:148716, W:153, H:972
A:481626, W:991, H:486
A:229141, W:563, H:407
A:42653, W:193, H:221
A:193402, W:298, H:649
A:364105, W:505, H:721
A:576380, W:895, H:644
A:396508, W:686, H:578
A:19140, W:174, H:110
A:45864, W:98, H:468
A:60736, W:73, H:832
A:257050, W:530, H:485
A:200925, W:855, H:235
A:14350, W:350, H:41
A:307800, W:950, H:324
A:173723, W:187, H:929
A:311484, W:606, H:514
A:14504, W:296, H:49
A:143256, W:376, H:381
A:243950, W:350, H:697
A:241695, W:615, H:393
A:674860, W:820, H:823
A:131970, W:166, H:795
A:45450, W:505, H:90
A:76860, W:427, H:180
A:8190, W:91, H:90
A:70152, W:474, H:148
A:357504, W:448, H:798
A:50500, W:100, H:505
A:45570, W:155, H:294
A:121030, W:490, H:247
A:181203, W:969, H:187
A:507528, W:532, H:954
A:232596, W:252, H:923
A:61902, W:543, H:114
A:27455, W:95, H:289
A:397570, W:415, H:958
A:34596, W:372, H:93
A:717405, W:849, H:845
A:676048, W:899, H:752
A:116064, W:372, H:312
A:830825, W:835, H:995
A:355840, W:640, H:556
A:600544, W:766, H:784
A:512568, W:648, H:791
A:351360, W:360, H:976
A:228820, W:340, H:673
A:524560, W:632, H:830
A:689487, W:739, H:933
A:247314, W:282, H:877
A:193225, W:655, H:295
A:154008, W:372, H:414
A:94872, W:201, H:472
A:29920, W:440, H:68
A:178304, W:398, H:448
A:120232, W:226, H:532
A:77854, W:938, H:83
A:575452, W:586, H:982
A:7680, W:12, H:640
A:186780, W:220, H:849
A:179180, W:578, H:310
A:805386, W:998, H:807
A:474545, W:887, H:535
A:476284, W:713, H:668
A:332852, W:346, H:962
A:577980, W:780, H:741
A:147320, W:232, H:635
A:224190, W:477, H:470
A:152750, W:325, H:470
A:178922, W:274, H:653
A:733900, W:895, H:820
A:155427, W:503, H:309
A:207495, W:435, H:477
A:586880, W:640, H:917
A:561875, W:725, H:775
A:368483, W:433, H:851
A:471338, W:514, H:917
A:180687, W:533, H:339
A:18816, W:672, H:28
A:75952, W:404, H:188
A:239538, W:249, H:962
A:292128, W:408, H:716
A:388685, W:955, H:407
A:457974, W:594, H:771
A:58179, W:451, H:129
A:51216, W:88, H:582
A:792934, W:883, H:898
A:753506, W:794, H:949
A:575250, W:650, H:885
A:393907, W:493, H:799
A:636846, W:771, H:826
A:528900, W:615, H:860
A:42837, W:393, H:109
A:182000, W:700, H:260
A:635910, W:705, H:902
A:814590, W:945, H:862
A:5376, W:192, H:28
A:9269, W:31, H:299
A:272685, W:735, H:371
A:98040, W:258, H:380
A:640, W:20, H:32
A:157675, W:371, H:425
A:379134, W:531, H:714
A:187974, W:354, H:531
A:35280, W:980, H:36
A:413952, W:448, H:924
A:146664, W:679, H:216
A:142760, W:860, H:166
A:15246, W:693, H:22
A:17496, W:972, H:18
A:25245, W:153, H:165
A:114534, W:303, H:378
A:412728, W:696, H:593
A:322952, W:553, H:584
A:8424, W:108, H:78
A:206566, W:358, H:577
A:350436, W:551, H:636
A:280952, W:346, H:812
A:4522, W:238, H:19
A:149831, W:257, H:583
A:308115, W:835, H:369
A:674936, W:706, H:956
A:185296, W:296, H:626
A:112608, W:153, H:736
A:324135, W:441, H:735
A:18518, W:94, H:197
A:96050, W:113, H:850
A:19968, W:192, H:104
A:287559, W:359, H:801
A:2849, W:77, H:37
A:174683, W:307, H:569
A:343830, W:438, H:785
A:501072, W:876, H:572
A:208783, W:743, H:281
A:195880, W:332, H:590
A:391389, W:461, H:849
A:677430, W:702, H:965
A:3784, W:43, H:88
A:465770, W:470, H:991
A:17980, W:62, H:290
A:319554, W:738, H:433
A:1704, W:8, H:213
A:290016, W:608, H:477
A:46400, W:50, H:928
A:503440, W:560, H:899
A:486101, W:749, H:649
A:11961, W:27, H:443
A:416988, W:858, H:486
A:736516, W:836, H:881
A:32512, W:256, H:127
A:229362, W:301, H:762
A:13630, W:47, H:290
A:1043, W:149, H:7
A:84042, W:203, H:414
A:357136, W:442, H:808
A:273900, W:275, H:996
A:111150, W:234, H:475
A:292020, W:930, H:314
A:236638, W:358, H:661
A:41724, W:366, H:114
A:67176, W:216, H:311
A:78364, W:143, H:548
A:115700, W:356, H:325
A:121806, W:402, H:303
A:82719, W:117, H:707
A:4147, W:319, H:13
A:202320, W:562, H:360
A:139464, W:447, H:312
A:295176, W:753, H:392
A:85310, W:898, H:95
A:199826, W:682, H:293
A:258336, W:368, H:702
A:289488, W:888, H:326
A:37398, W:46, H:813
A:179334, W:243, H:738
A:230205, W:515, H:447
A:753415, W:865, H:871
A:446292, W:644, H:693
A:29140, W:310, H:94
A:33212, W:437, H:76
A:130698, W:954, H:137
A:74290, W:170, H:437
A:226000, W:226, H:1000
A:302148, W:981, H:308
A:48120, W:401, H:120
A:201341, W:343, H:587
A:151725, W:289, H:525
A:207968, W:268, H:776
A:171348, W:436, H:393
A:6552, W:42, H:156
A:58800, W:840, H:70
A:209975, W:227, H:925
A:144384, W:282, H:512
A:102600, W:300, H:342
A:394310, W:602, H:655
A:271945, W:685, H:397
A:799200, W:888, H:900
A:466830, W:945, H:494
